threshold,accuracy,precision,recall,sensibilidad,especificidad,f1_score,auc_roc,vpp,vpn,youden_index,tp,tn,fp,fn,n_samples,n_positivos,n_negativos,macro_f1,weighted_f1,auc_roc_ci_lower,auc_roc_ci_upper
0.5688194036483765,0.8444790046656299,0.8758389261744967,0.8055555555555556,0.8055555555555556,0.8840125391849529,0.8392282958199357,0.9279964394906924,0.8758389261744967,0.8173913043478261,0.6895680947405085,261,282,37,63,643,324,319,0.8443129430906908,0.8442734046204671,0.9087843264282863,0.9479810980714761
